,Depression
37738,0
31907,1
25591,0
50603,0
21646,1
54227,1
75661,0
81751,1
138720,0
99795,0
35646,0
97943,0
6258,0
51693,1
96199,0
89923,0
79478,1
50293,1
15497,1
9299,1
1137,0
70820,0
21516,0
43164,0
11198,0
38815,1
103899,0
37935,0
36349,0
28704,1
86530,0
85568,0
19965,0
7236,0
114946,0
32447,0
132468,0
27187,0
99449,1
51762,0
50908,0
119957,0
120642,0
102961,1
117990,0
36932,0
24337,0
112778,1
131653,0
49737,0
109586,1
136203,0
47620,0
14613,0
34343,0
118024,0
140341,0
139358,0
32438,0
84325,0
61447,0
109975,0
17919,0
71894,1
42342,0
95524,0
65548,0
119442,1
102755,1
62171,0
3835,0
85166,0
120969,0
13949,1
28825,0
34163,0
115982,0
25724,1
88242,0
84715,0
11278,0
66236,0
98200,0
87395,0
122540,0
98038,0
115891,0
114043,0
114772,0
67172,0
118848,0
36566,0
39804,0
25600,0
130160,0
46703,0
82826,0
75409,0
99107,0
69257,0
60441,0
45111,0
130824,1
33051,0
80674,0
51242,0
69533,0
87102,0
97647,0
28698,0
17767,0
12286,0
45897,0
88037,0
82036,0
113124,1
34910,1
105872,0
91875,0
16900,1
55360,0
83960,0
52706,1
93294,0
62878,0
126619,0
129977,1
88667,0
875,0
77184,0
94189,0
117735,0
27990,1
70617,0
104766,0
66714,0
57342,0
95967,0
36838,0
20371,1
118903,0
48859,0
12563,0
91792,0
127839,0
7794,0
115243,1
140154,0
76689,1
132831,0
77920,0
129122,0
5241,0
109327,0
94021,0
105952,0
24350,0
32008,0
75328,0
27109,0
118669,0
134557,0
20515,0
60153,0
57802,0
4841,0
74631,0
56521,0
66235,0
45581,0
136839,0
74407,0
120645,1
2501,0
45156,0
46483,0
95092,1
34182,0
100154,0
55945,0
118286,0
86385,1
115284,0
135181,0
82474,0
47034,0
49264,0
75901,1
52984,0
59758,1
139729,0
65174,0
110738,1
123254,0
81183,0
5042,0
1512,0
119471,0
72233,0
64466,0
67468,0
37368,0
4066,0
136595,0
124014,0
90136,0
111245,0
21485,0
80209,0
68246,0
54109,1
102762,0
117579,0
28481,0
51219,1
96853,0
16629,0
16879,0
41512,0
7180,1
68798,0
29396,0
62772,0
137664,0
61223,0
85581,1
70826,0
119843,0
11084,0
127507,0
17547,0
61210,0
64937,1
103803,1
50518,0
47745,0
74635,0
126034,0
33324,1
6340,0
111691,0
98010,1
124558,1
42755,0
108188,0
116469,1
24055,0
130939,0
60387,1
71404,0
69431,1
6792,0
50063,0
23581,0
79122,1
34206,0
95768,0
72701,0
57028,0
51686,0
19879,0
60083,0
17771,0
138440,0
117126,0
98772,0
71667,0
56480,0
51041,0
82184,0
93208,0
121896,0
83937,0
4951,0
28630,0
122682,0
25471,0
47528,0
83899,0
132229,1
30121,0
59953,0
72476,0
43285,0
107131,0
126302,0
62905,0
11188,0
73253,1
73134,0
126814,0
73181,0
117832,0
110749,0
49068,0
1895,0
63364,0
22325,0
26897,1
127046,0
85090,0
88481,0
37383,0
57861,0
112150,0
19036,0
20022,0
12849,1
19104,0
15627,0
119451,1
67550,1
47033,1
107310,0
25036,0
190,0
95989,0
82733,0
42793,0
58170,1
55950,0
89023,0
116180,1
5233,0
63068,0
102440,1
57697,0
66592,0
35316,0
40858,0
130949,0
11496,0
138396,0
40280,0
133843,1
116501,0
65207,0
85498,0
88335,0
124814,0
120747,0
53984,0
57343,0
67720,1
3880,0
58355,0
125998,0
106412,0
89453,0
100464,0
11820,0
88502,0
92937,0
26038,0
115432,0
110128,0
138905,0
49286,0
107232,0
121160,0
38831,0
60860,0
944,0
25105,0
134610,0
90037,0
70869,0
140216,0
94504,0
25435,0
88169,0
97979,0
31399,0
111306,0
32982,0
57129,0
138556,0
126189,0
17304,0
25762,0
43305,1
134292,0
120996,0
73354,0
131766,0
25651,1
23708,1
96593,1
76279,1
14589,0
34530,0
104804,0
94173,1
111550,0
93721,0
124405,0
102408,0
20391,0
82808,0
63881,0
39044,0
30364,0
45232,0
10018,0
120604,1
66354,0
106105,0
12774,0
72951,1
52938,0
114049,0
85591,0
36707,0
11340,0
16869,0
65118,0
94156,1
67010,0
43057,0
102179,0
96990,0
123507,0
96627,0
50044,0
70295,0
42005,0
140116,0
116705,0
66401,1
94283,0
89413,0
51735,0
17749,0
33402,0
56905,0
69510,0
32848,0
77929,0
3369,0
11440,0
2109,0
119805,1
75951,0
58585,0
50495,1
120184,1
11750,0
45975,0
89617,0
132176,0
799,0
91721,0
130398,0
100045,0
86925,0
126573,0
119364,0
15388,0
60658,0
68310,0
135571,0
139048,1
49099,0
64833,0
24504,0
136408,1
48501,0
137651,0
128629,1
25504,0
131486,0
63204,0
132064,0
8541,0
82595,0
45187,0
58135,1
36440,0
100330,0
70063,0
81936,0
58118,0
38328,1
76986,0
7413,1
30274,0
124605,0
39850,0
5998,1
138328,0
39732,0
137157,0
86660,0
134019,1
61662,0
22168,0
68566,0
65731,1
46403,0
128885,0
53953,0
125620,0
99914,0
54590,1
42927,0
129930,0
81198,0
29718,0
46388,1
33099,1
32367,0
37817,0
60970,0
65263,0
29055,0
23687,0
139459,0
100244,0
39353,1
81574,0
34339,1
19161,0
98160,0
84306,1
94709,0
43993,0
20207,0
68210,0
81106,0
133824,0
132286,0
118034,0
92903,0
45066,0
7407,0
106728,0
125292,0
113113,1
107473,0
66230,1
42441,0
97528,0
56244,0
64032,0
81174,0
79907,0
48644,0
94461,0
67602,1
14677,0
24555,0
94627,0
73309,0
9528,1
110553,0
103308,0
107432,0
45125,0
83652,0
79667,1
124829,0
51976,0
7593,0
120688,0
74778,1
49921,0
85151,1
27861,0
15658,0
59403,0
116779,0
78514,0
45784,0
80917,1
14481,0
92152,0
102693,0
110929,0
57353,0
82741,1
30917,1
71770,0
91259,0
84287,0
61842,0
106774,0
18217,1
109907,0
102785,0
125403,0
51760,0
29521,0
128800,0
87322,0
132106,0
7924,0
94147,0
69035,0
133124,0
111246,0
98561,0
6158,0
11348,1
9383,1
47084,0
17782,1
77314,0
77846,0
30641,0
40494,0
3755,1
80247,0
47147,0
122602,0
4921,1
134034,0
5578,0
95525,0
44575,1
91666,0
104537,0
7891,0
136743,0
93795,0
639,0
114823,0
7942,0
68200,0
123488,0
136400,1
53367,0
30822,0
111672,0
71831,0
47257,0
74420,0
70364,0
98177,0
60454,0
83567,0
134483,0
134974,1
115845,0
138986,0
9427,0
23434,0
67457,0
45051,0
49976,0
12485,1
57801,0
64681,0
97958,1
48314,0
100731,0
88349,0
123092,0
116016,1
57222,1
67871,0
69828,0
49742,0
1949,0
852,1
72609,0
48453,1
27983,0
35967,1
122096,0
20015,0
92407,0
1644,0
129138,0
54088,0
127324,0
64133,0
74869,0
132085,0
22940,0
56565,0
34662,0
71922,0
31084,0
60450,0
138798,0
20373,0
113332,0
89762,0
50497,0
87444,0
3004,0
16731,0
31570,0
48656,0
28462,1
133235,1
16201,0
76179,1
23707,0
97108,0
16183,0
71430,0
60723,1
52753,0
36057,0
104176,0
111972,0
118153,0
45640,0
39967,0
127095,0
22944,0
96224,0
2519,0
13876,0
105685,1
49191,0
36627,0
74676,0
108920,0
52031,0
105105,0
126162,0
56054,0
112240,0
66700,0
71599,1
124629,0
89196,0
86244,0
74022,1
70353,0
29522,0
77874,0
20201,0
57123,0
52182,0
63053,0
10860,0
20548,0
121087,1
74658,0
10193,0
138233,0
50198,0
83603,0
54084,0
87022,1
71936,0
8839,0
122716,0
119951,1
65215,0
22390,1
56456,0
56023,0
70876,0
110735,0
129368,0
48469,0
53682,1
63766,0
38614,0
43841,0
81748,1
29380,0
65962,0
84807,0
136629,1
39407,0
59400,0
12872,0
69583,0
84860,1
72681,0
77186,0
76040,1
6199,1
32036,0
30743,0
7518,0
75716,0
46148,1
59165,0
104064,0
88722,1
108167,0
71409,1
14115,1
51130,0
116433,0
6497,0
29260,0
28654,1
20354,0
35371,1
25666,0
115340,0
111359,0
43033,0
98272,0
7763,0
65672,0
83532,0
102021,0
35848,0
21354,0
16337,0
87946,1
96505,0
96258,0
88932,0
118462,1
104653,1
61278,1
57227,0
1090,0
10686,0
92630,0
50686,0
132956,0
138225,0
56907,1
81159,0
15713,0
43806,1
103564,0
138320,0
60156,1
14804,0
104120,1
63012,0
21757,0
22630,1
93111,1
106898,0
59194,0
72266,0
71477,0
124683,0
109729,0
70804,0
21711,0
101538,0
77798,0
71997,0
112801,0
27567,0
82374,0
39773,0
92899,0
41898,0
26867,0
35400,0
134366,0
87843,0
134509,0
135062,0
67177,0
114023,1
30956,1
90498,0
88395,0
108769,0
69877,0
111976,0
88599,0
80826,0
57090,1
47138,1
31091,0
62613,0
31843,0
3068,0
125085,0
38756,0
132475,0
38383,1
54685,0
107988,0
56435,0
44986,0
15630,1
81489,0
39805,0
106289,0
137812,0
16238,0
129273,0
121048,1
26815,0
97467,0
13107,0
79144,0
107983,0
16350,0
125036,1
65762,0
126797,0
79091,0
59235,0
102652,1
136426,0
112296,0
48563,0
56698,0
124785,0
56230,0
96678,1
9231,0
62744,0
24702,0
34813,0
72018,0
119191,0
65090,1
6963,1
4528,1
65054,0
233,0
87424,0
106080,0
35084,0
88676,0
103808,0
16762,0
74205,0
74292,0
85029,0
45336,1
18078,0
84707,0
44940,0
41887,0
73965,0
94118,1
127504,0
53949,0
87059,0
27997,0
25741,0
131784,0
88276,0
9965,0
1194,0
90808,1
51019,0
86326,0
13023,0
85083,0
76266,0
27904,0
45438,1
53034,0
49717,0
7139,0
65110,0
74904,0
109401,0
132504,0
41222,1
127409,0
61501,0
23992,0
103871,0
46211,0
97458,0
118270,0
133420,0
100593,0
109754,0
44032,0
104393,0
70057,0
137943,1
31022,0
116349,0
20212,0
87142,0
98801,0
134573,1
82862,0
118082,0
136481,0
107954,0
8943,0
91128,1
93481,0
139002,0
121504,0
46142,0
138513,0
29504,0
36172,0
80475,0
86364,0
61138,0
118108,0
90430,0
61244,0
95395,0
125216,1
129491,1
63589,0
38588,0
72056,0
56338,0
32088,0
25370,1
70019,0
123263,0
7313,0
1425,0
54256,0
128361,0
98275,0
17240,0
17023,0
48603,0
71222,1
71812,0
24257,0
59756,0
86935,0
134622,0
53777,0
70559,1
95692,0
65111,0
70418,0
131153,0
109193,0
35837,0
68892,0
35856,0
10373,0
43638,0
123599,0
100994,0
66161,0
28385,0
120462,0
96435,0
62656,0
47297,0
100227,1
28468,0
77086,0
139701,0
111511,0
53770,0
58310,0
67660,0
99114,0
110193,0
44848,0
40313,0
9046,0
11470,1
120091,1
129972,0
113370,0
4085,0
4144,0
93652,0
11506,0
125345,0
79048,0
105580,0
75090,0
52978,0
6308,0
130694,0
18675,0
4947,0
111129,0
101655,0
51235,0
6424,0
118549,0
126495,0
121503,0
116525,0
115640,1
140201,0
125504,1
139818,1
50239,0
81958,0
48623,1
30889,0
119009,0
13372,0
125824,1
133633,0
25107,0
53527,0
1789,0
13142,0
58299,0
53898,1
46582,0
113827,0
79417,0
95486,0
69527,0
46484,0
116491,1
134879,0
19639,0
99587,0
94913,0
96014,0
68452,0
28048,0
24073,1
23924,0
80990,0
90294,0
114422,0
32929,0
106489,0
110219,0
128085,0
52046,0
135466,0
100208,0
19206,0
1915,0
19636,0
29108,0
54019,0
37371,0
58492,0
95193,1
115074,0
70521,1
140013,0
41961,0
24412,0
18055,0
108441,0
135066,0
56693,1
104374,0
58045,0
19911,0
70923,0
107603,0
18721,0
67966,0
100696,0
65354,0
90262,1
70816,0
81068,0
124176,0
90556,1
2304,0
99888,0
45365,0
56032,0
43005,0
9861,0
41051,0
49363,0
71890,0
36683,0
4760,1
4930,0
66092,0
122015,0
54098,0
54387,0
86643,0
16563,0
59671,1
88132,0
106433,1
56045,0
1704,0
24052,0
49471,0
100900,0
133382,0
120568,1
94815,1
14937,1
46318,0
83852,1
15053,0
94132,0
62680,0
61811,0
123955,0
27082,0
109358,1
125500,0
114578,1
104728,0
69121,0
136344,0
7839,0
53561,0
41283,0
133971,0
29892,0
121783,0
23489,0
71576,0
98930,0
134521,0
140642,0
59706,0
85300,0
53786,0
23789,0
8505,0
53047,0
46055,0
6205,1
120501,0
118471,0
60232,0
11225,0
65537,0
24580,0
11846,1
84262,0
14994,1
61084,0
115919,0
44436,0
116908,0
10300,0
119955,0
62210,0
10057,0
137886,0
95345,0
91210,0
8438,1
127193,0
8970,0
90512,0
39200,0
96591,0
109744,0
4990,0
14857,1
25260,1
105358,0
40685,0
12029,0
107750,0
65333,0
134368,0
11246,0
95586,0
30427,0
91518,0
23654,0
59698,1
73247,1
73356,0
56040,0
98419,0
60976,0
127811,1
59139,0
122684,0
17890,1
22472,0
117071,0
99432,0
46860,0
38415,0
94500,0
16339,0
105481,0
3741,0
74009,1
834,0
69512,1
72769,1
106521,0
123130,0
98572,0
69854,0
6074,0
71842,1
66703,0
948,0
26600,0
132115,0
88129,0
7073,0
3284,0
137857,1
69524,0
105835,1
115617,0
110557,0
33786,0
38014,0
39199,0
58407,0
139604,0
62270,0
108421,0
18121,0
77563,0
9054,0
51121,0
75052,0
90348,0
121892,0
6559,0
37394,0
100385,0
93820,0
122105,0
133731,0
43868,0
126126,0
81874,0
104220,0
13708,1
51272,0
95461,0
50842,0
81317,1
87635,0
118035,0
61460,0
17574,0
84133,0
131686,0
8745,1
71707,0
116893,0
42747,0
101342,0
27906,0
57820,1
34240,0
45606,1
20036,0
40568,1
67466,0
139925,0
88904,0
4062,0
130340,1
33781,0
20439,0
61769,0
52799,1
9047,0
140140,0
58895,0
100448,0
45436,0
134254,1
57454,0
41604,0
104169,1
108001,0
85450,0
134152,0
111069,0
1423,0
33339,1
95402,0
87729,1
56958,0
96307,0
121392,0
114840,0
42271,0
12676,0
28145,0
90506,1
69888,0
14200,0
36872,1
81352,0
54653,1
68811,0
126270,0
89878,0
111602,0
72634,0
19363,0
6819,1
73091,0
93804,0
75817,0
81545,0
126746,0
18189,0
88595,0
117877,0
69489,0
139187,0
106946,0
43863,0
79965,0
9175,0
20150,0
56969,0
77475,0
128821,0
83130,0
25214,0
93367,0
66530,0
40433,0
45169,0
45978,1
23984,0
110055,0
133622,0
140549,0
22117,0
60265,0
108203,0
57730,0
55005,0
45468,0
37198,0
88652,0
128208,0
86773,0
12333,0
114610,1
38452,0
5988,1
71614,0
63762,1
81617,1
46092,0
33159,0
65489,0
48508,0
18661,0
50200,0
14353,0
97723,0
49883,0
83699,0
64641,0
64180,0
126413,0
7346,0
91467,0
111712,0
49933,0
26143,0
59674,1
98392,0
59182,0
52682,0
61135,0
103227,1
75809,0
15223,0
28535,0
97814,0
97293,0
124036,0
39712,0
136946,0
36855,0
59257,0
96268,0
101128,0
75430,1
2675,0
32109,1
45280,0
134982,0
91408,0
10274,0
122235,0
41299,1
59327,1
76967,0
28591,0
45367,0
122558,1
56243,0
24898,0
20799,0
126611,0
120263,1
788,0
106418,0
59090,0
48972,0
51855,0
11161,0
107008,1
82967,1
25855,0
24097,0
6654,0
91529,0
67790,1
72526,0
33013,1
33657,1
73485,1
73291,0
112343,0
102202,0
5885,1
140638,0
52711,1
23024,0
13381,0
15710,1
121721,0
84400,0
66899,0
32107,1
34915,0
120444,0
104017,0
105615,0
97199,0
26437,1
41492,0
38597,0
20055,0
30817,0
32953,0
56752,0
64670,1
5499,0
12109,0
139180,0
113879,0
44301,0
38566,0
88130,1
93333,0
139150,0
66127,0
8026,0
14716,1
136418,0
109898,0
140352,0
66421,0
122134,1
106874,0
38786,0
15163,0
107429,0
85631,0
121398,0
60284,0
135038,1
93706,0
35530,0
42669,0
84596,0
8030,0
57793,0
134898,1
30805,0
95569,1
8973,0
124059,0
72645,0
139144,0
125532,1
71696,0
53088,0
105537,0
95601,0
60816,0
64223,0
118250,0
67069,0
111321,0
64730,0
77849,0
83470,0
69464,0
35027,0
128935,0
130439,0
8399,0
41666,0
131414,0
134175,0
128323,1
63395,0
46746,0
26311,0
53431,0
40481,0
117616,0
93275,0
122661,0
31935,0
38226,1
69270,0
19374,0
133088,0
137384,0
90466,1
5141,0
65321,1
47526,0
32026,0
59014,0
61935,1
71280,0
30159,1
18197,0
28986,0
56532,0
140054,0
86751,0
21321,0
112160,0
64836,1
32753,0
107057,0
111614,1
88410,0
54839,1
104041,0
83866,0
86436,0
61053,0
118860,0
45031,1
31678,0
139987,0
13584,1
92827,1
44944,0
62397,0
71519,0
109763,0
68748,0
12321,0
37801,0
14782,0
104734,1
137283,0
86892,1
64084,0
110702,0
135774,0
137237,0
83299,0
67264,1
126377,1
124413,0
108874,0
107870,0
81915,0
114884,0
48769,0
131513,0
8641,1
137021,0
47306,0
52427,0
96855,0
121127,0
18253,0
80551,1
55031,0
31686,1
22607,0
130313,0
125441,0
45657,0
71601,0
78622,0
104462,0
116897,0
23765,1
12276,1
119260,0
103307,0
26629,0
9650,0
98417,0
97836,0
40107,0
78703,1
22559,0
120180,0
52982,1
81462,0
134106,0
116366,0
103574,1
132098,0
91429,1
102996,0
88099,0
86058,0
14248,0
84024,0
64158,0
135088,0
84696,0
126037,0
110008,1
123156,0
125129,1
19415,0
61446,1
81657,0
30491,0
78579,0
85316,0
3640,0
122177,0
47423,0
96080,0
20765,0
50853,0
5353,0
26073,0
60063,0
16546,0
112650,0
107566,0
24339,0
52249,1
130204,0
42443,0
110513,0
22593,0
121619,0
67648,0
73758,0
3485,0
119919,0
99468,0
36258,0
106036,0
88885,0
47736,1
127206,0
99728,0
36481,0
120171,0
11848,0
75023,0
53098,0
51133,1
130627,0
70998,0
124422,0
121437,0
68147,0
66597,0
116907,0
116655,0
110948,0
11357,0
124142,0
115407,1
112292,0
11030,1
10891,0
60649,0
33761,1
37346,0
45686,0
60128,0
58800,0
113046,1
24253,1
66947,0
94671,0
113174,0
106846,0
86507,1
31109,0
28719,0
132419,0
3181,1
105285,0
33707,0
71507,0
85420,0
29194,0
130626,0
11543,0
74127,0
4917,0
4868,0
32420,0
81211,1
39,0
95264,0
115316,0
5727,0
38963,0
31551,1
22986,0
9430,0
88043,0
52385,0
97720,0
111697,0
63763,0
32658,0
11789,0
33433,0
24300,0
130357,0
101603,0
59192,0
53171,0
87479,1
138078,0
82494,1
379,0
31790,0
41711,0
115595,0
89746,1
80622,0
106549,0
123239,0
91001,0
70943,1
111710,0
92464,0
66812,0
46273,0
15418,1
119953,0
116822,0
6810,0
11127,0
140254,0
80824,0
55325,0
108313,0
61618,0
58796,0
40710,0
19630,0
60711,0
124294,0
68501,0
83164,0
36678,0
87911,0
61059,0
97352,0
37980,0
77807,0
112196,0
62920,1
26838,0
137591,0
118636,0
46166,1
84700,0
135504,1
50725,0
40018,0
102229,0
48942,0
109986,1
135044,0
54442,1
10813,0
33484,1
6649,0
65296,0
76493,0
120192,0
23934,0
123224,0
21197,0
57750,0
64592,0
7416,0
121944,0
7322,0
15302,1
5139,0
127816,0
10993,1
37866,0
78683,0
106054,1
69499,0
13463,0
66403,0
82017,0
49136,0
62412,0
12481,0
55216,1
78599,0
95732,1
133836,0
89744,0
42045,1
71841,1
19920,1
108250,0
96424,0
23633,0
135461,0
56538,0
57680,1
132889,0
130960,0
62713,0
131944,0
16481,0
103796,0
108948,0
65937,0
11968,0
66843,0
81609,0
12635,0
76149,0
130394,0
81427,0
129928,0
25754,0
118971,0
93440,0
96172,0
91326,0
53994,0
137815,0
19242,0
97899,1
70899,0
136307,0
4154,1
133518,0
94505,0
52227,0
63765,0
120596,0
490,0
58163,0
48117,0
3428,0
102753,0
60130,0
111809,0
127729,0
73478,1
57927,0
50040,0
95189,0
66570,0
83847,0
138317,0
43420,0
59022,0
69881,0
109902,1
111187,1
71591,0
19269,1
104276,0
29625,0
132035,1
91327,1
12802,1
21992,0
619,0
4844,0
3310,0
62404,0
73126,0
22786,0
117492,1
7057,1
5064,0
47108,0
124922,1
76532,0
56877,0
31766,1
89513,0
128812,0
15841,0
20298,0
70294,0
30950,0
43511,0
108237,1
135862,0
20711,0
99454,0
96571,0
74607,0
125267,0
37779,0
33964,0
108591,0
11053,0
89768,0
27191,0
60762,0
73733,0
60683,0
90600,0
68765,0
33274,0
39627,0
109837,0
114528,0
68004,1
115971,0
79778,0
19457,0
98480,0
113390,0
32897,0
20393,0
134041,0
83101,0
108346,0
22642,0
59504,0
91985,0
28028,0
117750,0
53235,0
87194,0
3219,0
94907,0
50647,0
29688,0
41733,0
73497,0
99218,0
60120,0
54816,0
64202,0
69605,1
20508,0
82130,0
27167,1
60794,0
123212,0
64399,0
130764,1
15559,0
108432,0
11202,1
70676,0
1456,0
77483,0
46934,1
85063,0
36887,0
42069,1
82437,0
123598,0
2576,0
16000,1
139151,0
23981,0
51314,0
54359,0
30438,0
14477,0
109796,0
23028,0
65932,0
133060,0
15117,1
41548,0
6438,1
91999,0
103420,0
95296,0
62468,0
99700,0
118707,1
9657,0
11103,0
110461,1
137995,1
114629,0
76633,0
1824,0
122897,0
95496,0
105404,0
76665,1
44584,0
32612,0
6498,0
72455,1
43903,0
43666,0
59417,1
38416,0
80445,0
36269,1
24760,0
126040,1
93715,0
88117,0
108764,0
70091,0
50896,0
56090,0
365,0
99450,1
120126,0
82422,0
119609,0
121101,0
62188,0
77490,0
63255,0
53220,0
15504,0
120937,0
71921,0
33955,0
122512,0
136252,0
112974,0
4021,0
136909,0
108148,0
10017,0
4484,0
17926,0
69174,0
48427,0
5448,0
74525,0
106956,0
94921,0
29560,1
96007,0
135786,0
120726,0
680,0
5910,1
21136,0
57188,0
43110,0
32543,0
15093,0
13157,0
86591,0
24691,0
135897,0
98519,0
84004,0
129210,0
35191,0
88606,0
44739,0
25803,0
126290,0
134013,0
98001,0
2550,0
14031,0
40675,0
139812,0
121449,1
59983,0
118297,0
94997,0
63828,0
75179,0
21283,0
65975,0
57358,1
115367,0
54855,0
114589,0
127608,0
54179,0
132555,0
113128,1
75509,0
113665,1
53761,0
133594,0
62849,1
103991,0
1464,1
123596,1
129242,0
128283,0
26866,0
74792,0
137250,0
97214,0
126583,0
76089,0
8016,0
79399,0
110639,0
106514,1
70347,1
37431,0
13891,0
56438,0
88891,0
60809,0
134486,0
25734,0
109078,0
103662,0
90484,0
40632,0
18087,1
76067,1
60584,0
37685,0
52793,0
27797,0
4360,0
79546,1
110510,0
58955,0
64170,1
74283,0
58203,0
130658,1
53265,1
85051,0
106565,0
27777,0
37146,0
30257,0
2262,0
38016,0
111930,0
102822,0
115997,0
23454,1
763,1
33034,1
68245,0
21506,1
21608,1
8569,0
29825,0
66180,0
66865,0
31750,0
132418,0
74266,0
95066,1
104419,1
131757,0
36821,0
19706,1
73166,0
42812,0
58414,0
37806,1
139670,0
62507,0
123677,1
62881,0
40562,0
138640,1
126808,0
121950,1
27097,1
104743,0
139781,0
95848,0
102295,0
24432,0
40713,0
19354,1
136469,0
2277,0
48901,0
97682,0
54405,0
107952,0
22664,0
137805,0
76283,0
101197,0
101465,0
60598,0
51621,0
32844,0
100038,1
130281,0
35022,0
11316,1
87015,0
140576,0
136244,1
73987,1
139468,1
84610,0
48049,0
5790,0
94057,0
84039,1
137271,0
52655,0
75807,0
67294,0
81963,0
130536,0
6755,0
40552,0
83244,0
100041,1
107877,0
54537,0
21186,0
15791,0
85028,0
85510,0
114211,0
29288,0
81561,0
138695,0
48968,0
127508,0
29230,1
22760,0
88324,0
59733,0
2645,0
90541,0
72642,1
20648,0
137200,1
107452,0
92348,1
94104,0
108864,0
117989,0
117690,0
137826,1
121739,0
31196,0
125337,0
84892,0
106993,1
128325,1
3012,0
19042,0
69954,1
65908,0
136329,0
66289,0
44241,0
78309,0
22540,1
60603,0
49466,1
73566,1
48249,0
12330,0
130645,0
45234,0
70619,0
59379,0
20262,0
117700,0
70777,0
35629,1
22392,0
15750,1
128209,0
158,0
50803,0
100419,0
80106,0
31880,0
62735,0
90095,0
54697,0
62483,0
105390,0
124309,1
114203,0
59254,1
79804,0
15286,0
134206,0
58789,0
74006,1
27331,0
93622,0
33518,0
44964,0
43418,0
18735,0
17064,0
38101,0
107636,0
46289,1
15222,0
93947,0
20766,0
28838,0
124783,0
43661,0
4240,0
2536,0
54582,0
129981,0
14560,0
7591,0
65986,0
91225,0
124183,0
118099,0
132763,1
126453,0
126851,0
93452,0
17804,0
74519,0
75502,0
67898,0
60967,0
137949,0
123082,0
19925,0
59267,0
77378,1
51782,0
91642,1
82604,0
18176,1
50661,0
61954,0
82683,0
26296,0
97202,0
103867,0
104576,0
123655,0
87862,1
21296,0
18149,0
43060,0
19166,0
71764,0
3979,0
79755,0
110000,0
40629,0
28637,0
87695,0
10168,0
77690,0
108564,0
105118,0
14693,0
44415,0
125669,0
130079,0
128770,0
99337,1
105669,0
38004,1
104108,0
135767,1
48140,0
131322,0
129315,0
104791,1
116625,0
64412,0
65316,0
63908,0
46793,1
62164,0
3862,1
98678,0
32983,0
108069,0
20020,0
118763,0
109669,0
19119,0
138315,0
132760,1
87191,1
26559,0
24064,0
46394,0
17063,0
130428,0
86488,0
42696,1
20034,0
98990,0
124262,0
49281,0
131202,0
42820,0
117933,0
128171,0
105729,0
93949,0
83232,0
86153,0
110171,0
10150,0
59151,0
128569,0
49252,0
25123,0
8128,0
68032,0
93257,0
123483,0
137306,0
135336,0
130774,0
80705,0
112579,1
60006,0
66291,0
84050,0
126253,1
96140,1
97371,0
43753,1
77342,0
59857,0
90586,0
57118,0
113614,0
35556,0
42273,0
22765,0
76242,0
14203,0
55880,0
67334,1
95523,0
53798,0
49032,0
55301,0
62725,0
121923,0
113360,0
35218,0
31934,0
63963,0
138479,0
72929,1
110670,0
54997,0
6172,0
140632,0
51592,0
40524,0
39569,0
81464,0
53287,0
186,1
14401,0
75786,0
79650,0
31499,0
121590,1
61896,0
46127,0
91486,0
117829,0
116205,0
73921,0
77867,0
31680,0
131550,0
115610,0
127197,0
94602,0
32195,0
88912,0
138049,0
81618,0
86970,1
123746,0
114727,0
80691,0
47483,1
100550,0
30980,0
124588,0
47993,0
58039,0
78498,0
112302,0
78722,0
126024,0
13067,0
105332,0
118867,0
137989,0
138519,0
47329,0
69995,0
13072,1
33837,0
133200,0
136092,0
120517,1
52397,0
98737,0
82899,0
98197,0
139417,0
60467,0
38380,0
61815,1
90081,1
67759,0
89454,0
68050,0
2058,0
51387,0
131483,0
57891,0
105343,0
51892,0
80505,0
108540,0
20972,0
37407,0
104232,0
31785,1
42900,0
139728,0
131873,0
100194,0
10082,1
10966,0
97030,0
68071,0
19940,1
45483,0
84002,0
106680,0
88985,0
19944,0
87453,0
63757,0
106601,0
72562,1
41519,1
20578,0
138644,1
119500,1
9102,0
9318,0
11145,1
53709,0
51059,1
25758,1
78298,0
46729,0
49718,0
137565,0
5595,0
137107,0
126231,0
112590,0
87475,0
34536,0
79231,0
61813,0
111138,0
120136,0
45894,0
94117,0
35898,0
64128,0
8008,0
58489,1
126499,0
55766,0
115177,0
33907,0
97615,1
77,0
3913,0
828,0
103424,1
56682,0
107862,0
41650,0
98352,0
115282,1
131895,0
64945,0
72054,0
13154,0
106893,1
65953,0
124518,0
113659,0
110892,1
17095,1
52688,0
12220,0
73495,0
39102,0
26723,0
109815,1
24356,0
112618,0
44709,1
28835,0
57476,1
106552,1
86078,0
8028,0
49059,1
3671,0
123426,0
16936,0
75360,0
12198,0
60617,1
3357,1
139167,0
8074,0
122379,0
51933,0
63803,0
75078,0
7750,0
4869,0
50834,0
59423,0
753,0
102888,0
65727,0
33178,1
111191,1
78492,0
121042,0
39380,0
105908,0
91989,0
45177,0
46105,1
40452,0
126177,0
105016,0
25745,0
94085,0
32191,1
46233,1
140266,1
19267,0
53536,0
140242,0
45452,1
70780,0
39562,0
106300,0
6480,0
41481,1
134889,0
13827,1
10276,1
88360,0
107665,0
91659,0
32644,0
4487,0
39921,0
89306,1
88398,0
38472,0
132195,0
64776,0
121414,0
103585,0
